Make,Model,sale ,Fuel Type,Transmission,Color,Owner_a,Seller Type,Engine_a,Max Power,Max Torque,Drivetrain,Price USD,Kilometer,Length_a,Width,Height,Seating Capacity,Fuel Tank Capacity,Year_a
Honda,CR-V 2.4 AT,5/1/2021,Gasolina,Automatic,White,Second,Individual,,,,,10140.00,80121,,,,,0,2014
Toyota,Corolla Altis VL AT Petrol,8/22/2021,Gasolina,Automatic,Brown,Second,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,20040.00,39000,4620,1775,1475,5,14.52,2019
Maruti Suzuki,Vitara Brezza ZDi,7/26/2021,Diesel,Manual,Maroon,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,10680.00,70000,3995,1790,1640,5,12.672,2017
Audi,A3 35 TDI Premium Plus + Sunroof,7/3/2021,Diesel,Automatic,White,Second,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,28560.00,36000,4456,1796,1416,5,13.2,2019
Maruti Suzuki,Baleno Alpha Automatic,12/7/2020,Gasolina,Automatic,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,9300.00,40000,3995,1745,1510,5,9.768,2018
Mercedes-Benz,E-Class 200,6/8/2021,Gasolina,Manual,Black,UnRegistered Car,Individual,,,,,84600.00,1102,,,,,0,2022
Volkswagen,Polo 1.5 TDI,4/30/2021,Diesel,Manual,Brown,First,Individual,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,6000.00,62000,3987,1698,1483,5,11.88,2014
Volkswagen,Polo Highline1.2L (P),6/24/2021,Gasolina,Manual,Orange,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,6300.00,43550,3970,1682,1453,5,11.88,2014
Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],7/31/2021,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,10200.00,28000,3998,1765,1647,5,13.728,2019
Renault,Kwid 1.0 RXL [2017-2019],5/2/2021,Gasolina,Manual,Red,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,4680.00,47874,3679,1579,1478,5,7.392,2018
Hyundai,Verna 1.6 CRDI SX (O),2/14/2021,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,11580.00,87001,4375,1700,1475,5,11.352,2018
BMW,X1 sDrive20d xLine,9/10/2019,Diesel,Automatic,Blue,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,36300.00,59000,4454,2044,1545,5,16.632,2019
Audi,A3 35 TDI Premium Plus,9/4/2019,Diesel,Automatic,Brown,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,16680.00,85900,4456,1796,1416,5,13.2,2014
Maruti Suzuki,DZire ZXi AGS,1/17/2023,Gasolina,Automatic,Bronze,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,11400.00,10000,3995,1735,1515,5,9.768,2022
Audi,Q7 45 TDI Technology Pack,7/3/2021,Diesel,Automatic,Blue,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,70800.00,47000,5052,1968,1740,7,19.8,2018
Maruti Suzuki,Swift VXi,4/30/2021,Gasolina,Manual,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4920.00,55000,3850,1695,1530,5,11.088,2014
Volkswagen,Ameo Trendline 1.5L (D),8/22/2021,Diesel,Manual,White,Second,Individual,1498 cc,109 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,6900.00,69508,3995,1682,1483,5,11.88,2017
Honda,City ZX Diesel,6/13/2022,Diesel,Manual,White,First,Individual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,17400.00,2500,4549,1748,1489,5,10.56,2022
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,4/13/2021,Gasolina,Automatic,Silver,Second,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,19800.00,53089,4868,1854,1470,5,21.12,2014
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],5/1/2021,Gasolina,Automatic,Green,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,9876.00,90000,4490,1730,1485,5,11.352,2018
Tata,Harrier XZ,4/14/2023,Diesel,Manual,Red,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,25140.00,23000,4598,1894,1706,5,13.2,2021
Hyundai,Grand i10 Magna U2 1.2 CRDi,7/26/2021,Diesel,Manual,White,Second,Individual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,4020.00,64000,3765,1660,1520,5,11.352,2016
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,7/3/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,7788.00,52236,3765,1660,1520,5,11.352,2020
BMW,3-Series 330i M Sport Edition,12/7/2020,Gasolina,Automatic,Black,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,66000.00,19000,4633,1811,1429,5,15.048,2020
Hyundai,Creta SX Plus 1.6 AT CRDI,6/8/2021,Diesel,Automatic,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,14280.00,76000,4270,1780,1630,5,15.84,2018
Tata,Harrier XT Plus Dark Edition,12/21/2022,Diesel,Manual,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,23160.00,15000,4598,1894,1706,5,13.2,2021
Toyota,Innova 2.5 GX BS IV 7 STR,6/24/2021,Diesel,Manual,Gold,First,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,11880.00,98000,4585,1765,1760,7,14.52,2015
Hyundai,Elite i20 Asta 1.2 (O) [2016],7/31/2021,Gasolina,Manual,Red,Second,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,8700.00,36597,3985,1734,1505,5,11.88,2017
Mercedes-Benz,C-Class C220d Progressive,5/2/2022,Diesel,Automatic,Grey,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,73200.00,500,4686,1810,1442,5,17.424,2022
Maruti Suzuki,Ciaz VXi,2/14/2021,Gasolina,Manual,Red,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,6900.00,48000,4490,1730,1485,5,11.352,2015
Land Rover,Discovery Sport HSE Luxury,9/7/2019,Diesel,Automatic,Blue,Second,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,38400.00,55000,4600,2069,1690,7,17.16,2016
Toyota,Innova ZX 2.4 AT 7 STR,1/17/2023,Diesel,Automatic,White,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,34200.00,16000,4735,1830,1795,7,14.52,2022
Maruti Suzuki,Ertiga ZXI+,9/8/2018,Gasolina,Manual,Grey,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,8700.00,53000,4296,1695,1685,7,11.88,2016
Honda,Amaze 1.2 VX AT i-VTEC,4/14/2023,Gasolina,Automatic,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,5220.00,50000,3990,1680,1505,5,9.24,2014
Volkswagen,Polo Comfortline 1.2L (P),2/23/2023,Gasolina,Manual,Silver,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,5100.00,52600,3971,1682,1469,5,11.88,2016
Honda,Amaze 1.2 E MT Petrol [2018-2020],12/21/2022,Gasolina,Manual,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,8100.00,25000,3995,1695,1501,5,9.24,2020
Hyundai,Xcent S 1.2,4/13/2021,Gasolina,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4788.00,74000,3995,1660,1520,5,11.352,2014
Volkswagen,Vento Highline Diesel AT,5/1/2021,Diesel,Automatic,Grey,First,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,8220.00,85000,4384,1699,1466,5,14.52,2015
Volkswagen,Vento Highline Plus 1.6 (P),8/22/2021,Gasolina,Manual,Maroon,First,Corporate,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,11280.00,35000,4390,1699,1467,5,14.52,2021
Mercedes-Benz,GLS 450 4MATIC,7/26/2021,Gasolina,Automatic,White,First,Individual,2999 cc,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,AWD,157200.00,17000,5207,2157,1823,7,23.76,2021
Audi,Q5 2.0 TDI quattro Technology Pack,7/3/2021,Diesel,Automatic,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,32280.00,57000,4629,1898,1653,5,19.8,2016
Honda,City VX,11/9/2023,Gasolina,Manual,White,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,15060.00,10000,4440,1695,1495,5,10.56,2021
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5/29/2023,Gasolina,Manual,Orange,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4680.00,46000,3765,1660,1520,5,11.352,2014
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,10/26/2023,Diesel,Manual,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,6300.00,64000,4370,1700,1475,5,11.352,2014
Audi,Q2 Premium 40 TFSI quattro,6/17/2023,Gasolina,Automatic,Blue,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,41400.00,4600,4318,1805,1548,5,14.52,2022
Mercedes-Benz,CLA 200 CDI Sport (CBU),7/1/2020,Diesel,Automatic,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,33900.00,23000,4630,1777,1432,5,0,2018
Mahindra,XUV500 W10,4/30/2023,Diesel,Manual,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,13080.00,144933,4585,1890,1785,7,18.48,2017
Toyota,Etios 1.2 G,7/1/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,5220.00,32545,3895,1735,1555,5,11.88,2015
Hyundai,Tucson GL 2WD AT Diesel,7/27/2023,Diesel,Automatic,White,First,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,25080.00,31000,4475,1850,1660,5,16.368,2019
Maruti Suzuki,Swift DZire VDI,7/30/2022,Diesel,Manual,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6000.00,50000,3995,1695,1555,5,11.088,2015
Maruti Suzuki,Swift DZire VDI,12/4/2021,Diesel,Manual,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,4800.00,65000,3995,1695,1555,5,11.088,2015
Mahindra,XUV300 1.5 W6 [2019-2020],3/5/2022,Diesel,Manual,Black,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,11580.00,27000,3995,1821,1627,5,11.088,2021
Hyundai,Creta E Plus 1.4 CRDI,7/30/2022,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,9900.00,62000,4270,1780,1630,5,15.84,2017
Mahindra,Bolero SLE BS IV,10/27/2021,Diesel,Manual,White,Second,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,6300.00,39234,4107,1745,1880,7,15.84,2015
Volvo,XC40 T4 R-Design,3/5/2022,Gasolina,Automatic,White,First,Corporate,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD,52800.00,16519,4425,1863,1652,5,14.256,2020
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,3/4/2022,Diesel,Automatic,Silver,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,12132.00,74179,3995,1790,1640,5,12.672,2019
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],12/19/2021,Diesel,Automatic,Silver,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,78000.00,13000,4658,1890,1644,5,17.424,2020
Maruti Suzuki,S-Cross Alpha 1.6,10/25/2021,Diesel,Manual,Others,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,12756.00,31056,4300,1765,1590,5,12.672,2019
Maruti Suzuki,Ertiga VXI AT,12/4/2021,Gasolina,Automatic,Blue,Second,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,8100.00,49148,4265,1695,1685,7,11.88,2016
Mercedes-Benz,E-Class E 220 d Avantgarde,11/8/2021,Diesel,Automatic,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,89700.00,13000,5063,1860,1494,5,21.12,2021
Mercedes-Benz,GLC 220d 4MATIC Progressive,10/25/2021,Diesel,Automatic,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,84000.00,19000,4658,1890,1644,5,17.424,2021
Audi,Q5 2.0 TDI quattro Premium,11/5/2021,Diesel,Automatic,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,26100.00,152000,4629,1898,1653,5,19.8,2015
Honda,City VX CVT,11/8/2021,Gasolina,Automatic,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,8280.00,59000,4440,1695,1495,5,10.56,2015
Audi,A3 35 TDI Technology + Sunroof,3/4/2022,Diesel,Automatic,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,18300.00,32000,4456,1796,1416,5,13.2,2016
Hyundai,Verna SX Plus 1.6 CRDi AT,6/14/2022,Diesel,Automatic,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,13476.00,80000,4440,1729,1475,5,11.88,2017
Maruti Suzuki,Ertiga ZXi AT,3/4/2022,Gasolina,Automatic,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,11880.00,21894,4395,1735,1690,7,11.88,2019
BMW,5-Series 530d M Sport [2013-2017],9/7/2021,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,63000.00,21000,4899,2094,1464,5,17.16,2018
Honda,Amaze 1.5 VX i-DTEC,10/22/2019,Diesel,Manual,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,6180.00,63587,3990,1680,1505,5,9.24,2015
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],8/3/2020,Gasolina,Automatic,Grey,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,10200.00,32000,4490,1730,1485,5,11.352,2019
Maruti Suzuki,Vitara Brezza VDi,2/8/2020,Diesel,Manual,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,10380.00,53694,3995,1790,1640,5,12.672,2018
Mercedes-Benz,GL-Class 350 CDI,9/10/2019,Diesel,Automatic,Silver,First,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,40680.00,91100,5120,1934,1850,7,26.4,2015
Audi,A6 2.0 TDI Premium Plus,9/4/2019,Diesel,Automatic,Black,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,17400.00,58000,4915,1874,1455,5,17.16,2014
Mahindra,Scorpio S2,11/11/2019,Diesel,Manual,White,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,7800.00,104000,4456,1820,1930,8,15.84,2015
Hyundai,Eon Magna +,3/4/2020,Gasolina,Manual,Silver,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3900.00,56000,3495,1550,1500,5,8.448,2017
Renault,Duster 85 PS RxL Diesel,8/11/2020,Diesel,Manual,Silver,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,6300.00,48000,4315,1822,1695,5,13.2,2014
Maruti Suzuki,Ertiga ZXi Plus,12/4/2021,Gasolina,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,14700.00,23000,4395,1735,1690,7,11.88,2021
Mercedes-Benz,A-Class Sedan 200d,3/5/2022,Diesel,Automatic,Grey,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,50400.00,5600,4549,1796,1446,5,11.352,2021
Hyundai,Elite i20 Asta 1.2,7/30/2022,Gasolina,Manual,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6600.00,33000,3985,1734,1505,5,11.88,2015
Hyundai,Creta SX 1.6 CRDi,10/27/2021,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,15300.00,58900,4270,1780,1665,5,14.52,2019
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],3/5/2022,Diesel,Manual,White,First,Individual,,,,,19020.00,65000,4395,1818,1640,5,15.84,2019
Land Rover,Discovery Sport HSE Luxury,3/4/2022,Diesel,Automatic,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,46800.00,20000,4600,2069,1690,7,17.16,2016
Renault,Kwid RXT [2015-2019],12/19/2021,Gasolina,Manual,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,5220.00,32000,3679,1579,1478,5,7.392,2019
Mahindra,Bolero SLE BS III,10/25/2021,Diesel,Manual,White,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,7800.00,62000,4107,1745,1880,7,0,2017
Maruti Suzuki,Ertiga VXI,12/4/2021,Gasolina,Manual,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,9300.00,71000,4296,1695,1685,7,11.88,2017
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],11/8/2021,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,6720.00,29000,3765,1660,1520,5,11.352,2017
Toyota,Innova 2.5 ZX 7 STR BS-IV,10/25/2021,Diesel,Manual,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,12000.00,158690,4585,1760,1760,7,14.52,2014
Mercedes-Benz,GLE 350 d,11/5/2021,Diesel,Automatic,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,60000.00,61000,4819,2141,1796,5,24.552,2016
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],11/8/2021,Diesel,Manual,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,7620.00,92000,4490,1730,1485,5,11.352,2016
Maruti Suzuki,DZire VXi,3/4/2022,Gasolina,Manual,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,7800.00,42000,3995,1735,1515,5,9.768,2020
Datsun,Go T (O),6/14/2022,Gasolina,Manual,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,4140.00,60969,3785,1635,1485,5,9.24,2019
Mahindra,XUV500 W6 2013,3/4/2022,Diesel,Manual,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,10380.00,93000,4585,1890,1785,7,18.48,2017
Audi,A4 2.0 TDI (143bhp),9/7/2021,Diesel,Automatic,Black,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,16560.00,100000,4701,1826,1427,5,16.632,2014
Maruti Suzuki,Ciaz S 1.4 MT,12/24/2022,Gasolina,Manual,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,7020.00,31000,4490,1730,1485,5,11.352,2018
Toyota,Glanza G,7/26/2021,Gasolina,Manual,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,8280.00,55000,3995,1745,1510,5,9.768,2020
Tata,Hexa XM 4x2 7 STR,12/19/2019,Diesel,Manual,White,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,10200.00,65000,4788,1903,1791,7,15.84,2018
Volkswagen,Vento Comfortline 1.6 (P),5/23/2019,Gasolina,Manual,Gold,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,8280.00,38000,4390,1699,1467,5,14.52,2018
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,10/11/2021,Gasolina,Manual,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,13560.00,12905,3995,1775,1505,5,9.768,2020
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],3/2/2023,Diesel,Automatic,Silver,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,27540.00,26000,4735,1830,1795,7,14.52,2019
Mercedes-Benz,A-Class Sedan 200,4/14/2023,Gasolina,Automatic,Blue,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,49200.00,9000,4549,1796,1446,5,11.352,2021
Tata,Nexon XM Diesel,7/26/2021,Diesel,Manual,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,8700.00,65000,3994,1811,1607,5,11.616,2018
Hyundai,Elite i20 Magna Executive 1.2,7/3/2021,Gasolina,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7140.00,48000,3985,1734,1505,5,10.56,2019
Jeep,Wrangler Rubicon,7/27/2023,Gasolina,Automatic,Red,First,Individual,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,73200.00,15000,4882,1894,1848,5,21.384,2022
Mahindra,XUV300 1.5 W6 [2019-2020],10/26/2023,Diesel,Manual,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,12960.00,52000,3995,1821,1627,5,11.088,2020
Honda,Amaze 1.2 S AT i-VTEC,7/30/2022,Gasolina,Automatic,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,4680.00,67000,3990,1680,1505,5,9.24,2014
Mahindra,Scorpio S10,10/27/2021,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,10500.00,67000,4456,1820,1995,8,15.84,2015
Hyundai,Venue SX 1.4 CRDi,3/5/2022,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,14100.00,37556,3995,1770,1605,5,11.88,2021
Honda,Amaze 1.2 E i-VTEC,3/4/2022,Gasolina,Manual,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,7800.00,42000,3990,1680,1505,5,9.24,2019
Volkswagen,Ameo Highline1.2L (P) [2016-2018],12/19/2021,Gasolina,Manual,Bronze,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,7500.00,55000,3995,1682,1483,5,11.88,2017
MG,Hector Sharp 2.0 Diesel [2019-2020],10/25/2021,Diesel,Manual,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,20700.00,23952,4655,1835,1760,5,15.84,2019
Maruti Suzuki,Celerio ZXi AMT,12/4/2021,Gasolina,Automatic,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,7668.00,44300,3695,1600,1560,5,9.24,2020
Maruti Suzuki,Ciaz VDi+ SHVS,11/8/2021,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,7092.00,65000,4490,1730,1485,5,11.352,2015
Mercedes-Benz,GLE 250 d,10/25/2021,Diesel,Automatic,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,50400.00,102000,4819,2141,1796,5,24.552,2018
Kia,Seltos HTX 1.5 [2020-2021],11/5/2021,Gasolina,Manual,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,16788.00,11000,4315,1800,1645,5,13.2,2021
BMW,3-Series 320d Luxury Line [2014-2016],11/8/2021,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,45000.00,42500,4624,2031,1429,5,0,2019
Honda,City S Diesel,3/4/2022,Diesel,Manual,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3000.00,132683,4440,1695,1495,5,10.56,2017
Renault,Duster 85 PS Sandstorm Edition Diesel,6/14/2022,Diesel,Manual,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,7500.00,81000,4315,1822,1695,5,13.2,2017
BMW,5-Series 520d Luxury Line [2017-2019],3/4/2022,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,57600.00,30000,4936,1868,1479,5,17.16,2019
Maruti Suzuki,Swift ZXi,9/7/2021,Gasolina,Manual,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,6900.00,50599,3850,1695,1530,5,11.088,2015
BMW,X1 sDrive20d xLine,8/3/2020,Diesel,Automatic,Brown,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,33600.00,29000,4454,2044,1545,5,16.632,2017
Honda,Jazz VX CVT Petrol,2/8/2020,Gasolina,Automatic,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,9420.00,23000,3955,1694,1544,5,10.56,2018
Land Rover,Discovery Sport HSE Luxury 7-Seater,9/10/2019,Diesel,Automatic,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,54900.00,50000,4600,2069,1724,7,17.16,2019
Audi,Q3 35 TDI Premium + Sunroof,9/4/2019,Diesel,Automatic,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,23400.00,84878,4385,1831,1608,5,16.896,2016
